83 	 423 	 226 	 7.000000 
84 	 104 	 413 	 3.000000 
85 	 445 	 251 	 9.000000 
86 	 129 	 72 	 9.000000 
87 	 38 	 569 	 5.000000 
88 	 310 	 196 	 4.000000 
89 	 350 	 539 	 3.000000 
90 	 93 	 511 	 7.000000 
91 	 50 	 548 	 9.000000 
92 	 216 	 360 	 3.000000 
93 	 516 	 41 	 2.000000 
94 	 91 	 500 	 9.000000 
95 	 241 	 339 	 4.000000 
96 	 323 	 92 	 7.000000 
97 	 220 	 149 	 6.000000 
98 	 531 	 37 	 1.000000 
99 	 166 	 223 	 9.000000 
100 	 239 	 380 	 2.000000 
101 	 277 	 359 	 9.000000 
102 	 507 	 37 	 6.000000 
103 	 547 	 384 	 1.000000 
104 	 205 	 403 	 2.000000 
105 	 577 	 258 	 8.000000 
106 	 109 	 538 	 1.000000 
107 	 344 	 233 	 7.000000 
108 	 84 	 305 	 8.000000 
109 	 124 	 214 	 8.000000 
110 	 296 	 105 	 7.000000 
111 	 126 	 219 	 8.000000 
112 	 419 	 217 	 6.000000 
113 	 15 	 484 	 6.000000 
114 	 11 	 364 	 4.000000 
115 	 3 	 233 	 9.000000 
116 	 358 	 182 	 7.000000 
117 	 14 	 511 	 5.000000 
118 	 221 	 206 	 3.000000 
119 	 540 	 391 	 10.000000 
120 	 519 	 365 	 7.000000 
121 	 589 	 1 	 10.000000 
122 	 110 	 409 	 10.000000 
123 	 285 	 376 	 10.000000 
124 	 476 	 246 	 3.000000 
125 	 78 	 339 	 10.000000 
126 	 322 	 335 	 3.000000 
127 	 100 	 5 	 1.000000 
128 	 244 	 493 	 5.000000 
129 	 363 	 224 	 5.000000 
130 	 557 	 32 	 9.000000 
131 	 282 	 294 	 6.000000 
132 	 327 	 431 	 5.000000 
133 	 547 	 324 	 6.000000 
134 	 118 	 590 	 8.000000 
135 	 432 	 213 	 6.000000 
136 	 37 	 363 	 3.000000 
137 	 167 	 284 	 8.000000 
138 	 218 	 510 	 5.000000 
139 	 578 	 152 	 3.000000 
140 	 85 	 344 	 7.000000 
141 	 569 	 439 	 1.000000 
142 	 475 	 30 	 10.000000 
143 	 262 	 567 	 3.000000 
144 	 215 	 420 	 8.000000 
145 	 231 	 163 	 5.000000 
146 	 197 	 147 	 1.000000 
147 	 515 	 6 	 4.000000 
148 	 542 	 186 	 9.000000 
149 	 184 	 69 	 5.000000 
150 	 170 	 534 	 5.000000 
151 	 343 	 184 	 8.000000 
152 	 585 	 173 	 6.000000 
153 	 21 	 464 	 4.000000 
154 	 136 	 501 	 9.000000 
155 	 513 	 268 	 8.000000 
156 	 352 	 566 	 3.000000 
157 	 183 	 522 	 3.000000 
158 	 584 	 252 	 8.000000 
159 	 158 	 494 	 10.000000 
160 	 128 	 177 	 7.000000 
161 	 325 	 568 	 7.000000 
162 	 452 	 249 	 5.000000 
163 	 57 	 467 	 3.000000 
164 	 125 	 320 	 2.000000 
165 	 302 	 207 	 5.000000 
166 	 492 	 341 	 8.000000 
167 	 72 	 482 	 7.000000 
168 	 247 	 355 	 4.000000 
169 	 191 	 177 	 4.000000 
170 	 317 	 574 	 9.000000 
171 	 131 	 35 	 1.000000 
172 	 546 	 330 	 4.000000 
173 	 465 	 373 	 10.000000 
174 	 38 	 35 	 3.000000 
175 	 357 	 469 	 4.000000 
176 	 398 	 366 	 4.000000 
177 	 297 	 102 	 5.000000 
178 	 401 	 573 	 7.000000 
179 	 432 	 470 	 5.000000 
180 	 60 	 285 	 9.000000 
181 	 168 	 561 	 2.000000 
182 	 274 	 550 	 2.000000 
183 	 368 	 17 	 7.000000 
184 	 203 	 177 	 7.000000 
185 	 333 	 90 	 10.000000 
186 	 12 	 276 	 4.000000 
187 	 514 	 419 	 2.000000 
188 	 93 	 117 	 4.000000 
189 	 538 	 300 	 4.000000 
190 	 81 	 414 	 1.000000 
191 	 588 	 518 	 10.000000 
192 	 22 	 449 	 2.000000 
193 	 394 	 187 	 7.000000 
194 	 240 	 239 	 4.000000 
195 	 338 	 392 	 5.000000 
196 	 542 	 146 	 1.000000 
197 	 153 	 369 	 1.000000 
198 	 181 	 275 	 1.000000 
199 	 378 	 443 	 5.000000 
200 	 332 	 331 	 7.000000 
201 	 136 	 488 	 1.000000 
202 	 40 	 188 	 5.000000 
203 	 362 	 583 	 2.000000 
204 	 474 	 520 	 10.000000 
205 	 488 	 279 	 9.000000 
206 	 28 	 265 	 5.000000 
207 	 174 	 574 	 6.000000 
208 	 599 	 46 	 3.000000 
209 	 572 	 526 	 2.000000 
210 	 529 	 317 	 10.000000 
211 	 249 	 541 	 3.000000 
212 	 24 	 247 	 5.000000 
213 	 248 	 39 	 3.000000 
214 	 534 	 140 	 9.000000 
215 	 122 	 561 	 1.000000 
216 	 245 	 555 	 4.000000 
217 	 532 	 303 	 5.000000 
218 	 370 	 203 	 4.000000 
219 	 328 	 314 	 7.000000 
220 	 335 	 17 	 8.000000 
221 	 43 	 515 	 4.000000 
222 	 458 	 49 	 8.000000 
223 	 527 	 361 	 9.000000 
224 	 262 	 300 	 1.000000 
225 	 13 	 393 	 1.000000 
226 	 487 	 303 	 3.000000 
227 	 240 	 362 	 3.000000 
228 	 239 	 322 	 3.000000 
229 	 537 	 560 	 6.000000 
230 	 447 	 88 	 7.000000 
231 	 318 	 287 	 9.000000 
232 	 575 	 178 	 6.000000 
233 	 474 	 228 	 3.000000 
234 	 263 	 43 	 3.000000 
235 	 562 	 162 	 8.000000 
236 	 245 	 122 	 1.000000 
237 	 47 	 86 	 7.000000 
238 	 190 	 7 	 3.000000 
239 	 325 	 525 	 5.000000 
240 	 456 	 429 	 10.000000 
241 	 532 	 260 	 4.000000 
242 	 518 	 495 	 8.000000 
243 	 524 	 157 	 6.000000 
244 	 442 	 147 	 8.000000 
245 	 225 	 323 	 8.000000 
246 	 160 	 592 	 9.000000 
247 	 57 	 436 	 1.000000 
248 	 528 	 20 	 2.000000 
249 	 146 	 239 	 2.000000 
250 	 352 	 405 	 9.000000 
251 	 166 	 172 	 1.000000 
252 	 250 	 8 	 6.000000 
253 	 50 	 139 	 6.000000 
254 	 280 	 534 	 1.000000 
255 	 282 	 85 	 8.000000 
256 	 304 	 16 	 8.000000 
257 	 283 	 400 	 4.000000 
258 	 2 	 455 	 10.000000 
259 	 59 	 377 	 10.000000 
260 	 79 	 34 	 1.000000 
261 	 389 	 433 	 7.000000 
262 	 549 	 499 	 1.000000 
263 	 156 	 9 	 8.000000 
264 	 329 	 490 	 9.000000 
265 	 157 	 369 	 3.000000 
266 	 457 	 312 	 7.000000 
267 	 143 	 85 	 2.000000 
268 	 466 	 112 	 1.000000 
269 	 99 	 318 	 1.000000 
270 	 255 	 211 	 6.000000 
271 	 552 	 264 	 1.000000 
272 	 194 	 84 	 4.000000 
273 	 160 	 42 	 5.000000 
274 	 386 	 66 	 8.000000 
275 	 581 	 116 	 1.000000 
276 	 150 	 208 	 3.000000 
277 	 207 	 321 	 6.000000 
278 	 184 	 86 	 3.000000 
279 	 430 	 349 	 6.000000 
280 	 441 	 234 	 8.000000 
281 	 501 	 378 	 1.000000 
282 	 407 	 594 	 7.000000 
283 	 415 	 77 	 5.000000 
284 	 306 	 421 	 8.000000 
285 	 106 	 156 	 7.000000 
286 	 580 	 182 	 2.000000 
287 	 386 	 67 	 5.000000 
288 	 456 	 365 	 2.000000 
289 	 326 	 237 	 1.000000 
290 	 551 	 69 	 5.000000 
291 	 483 	 169 	 4.000000 
292 	 26 	 205 	 9.000000 
293 	 94 	 564 	 7.000000 
294 	 301 	 96 	 2.000000 
295 	 319 	 148 	 10.000000 
296 	 175 	 425 	 9.000000 
297 	 540 	 456 	 10.000000 
298 	 261 	 387 	 1.000000 
299 	 307 	 434 	 9.000000 
300 	 215 	 275 	 1.000000 
301 	 337 	 479 	 6.000000 
302 	 587 	 252 	 1.000000 
303 	 435 	 227 	 6.000000 
304 	 418 	 204 	 1.000000 
305 	 96 	 94 	 9.000000 
306 	 377 	 422 	 7.000000 
307 	 331 	 586 	 3.000000 
308 	 349 	 554 	 6.000000 
309 	 139 	 155 	 1.000000 
310 	 51 	 119 	 10.000000 
311 	 568 	 20 	 3.000000 
312 	 79 	 111 	 2.000000 
313 	 248 	 315 	 8.000000 
314 	 488 	 356 	 9.000000 
315 	 202 	 416 	 1.000000 
316 	 289 	 538 	 7.000000 
317 	 324 	 504 	 10.000000 
318 	 298 	 567 	 6.000000 
319 	 112 	 123 	 8.000000 
320 	 292 	 364 	 3.000000 
321 	 290 	 0 	 2.000000 
322 	 419 	 497 	 4.000000 
323 	 230 	 498 	 3.000000 
324 	 242 	 144 	 8.000000 
325 	 64 	 206 	 7.000000 
326 	 114 	 274 	 2.000000 
327 	 116 	 448 	 8.000000 
328 	 63 	 419 	 6.000000 
329 	 459 	 503 	 2.000000 
330 	 471 	 243 	 6.000000 
331 	 357 	 359 	 6.000000 
332 	 215 	 53 	 8.000000 
333 	 13 	 108 	 9.000000 
334 	 547 	 283 	 2.000000 
335 	 269 	 428 	 8.000000 
336 	 281 	 126 	 9.000000 
337 	 396 	 254 	 10.000000 
338 	 45 	 246 	 2.000000 
339 	 130 	 197 	 4.000000 
340 	 271 	 370 	 10.000000 
341 	 137 	 440 	 3.000000 
342 	 576 	 235 	 9.000000 
343 	 254 	 288 	 3.000000 
344 	 219 	 334 	 1.000000 
345 	 382 	 195 	 7.000000 
346 	 450 	 535 	 6.000000 
347 	 430 	 80 	 7.000000 
348 	 311 	 160 	 9.000000 
349 	 385 	 596 	 1.000000 
350 	 266 	 82 	 6.000000 
351 	 242 	 539 	 3.000000 
352 	 428 	 44 	 2.000000 
353 	 150 	 231 	 9.000000 
354 	 568 	 12 	 5.000000 
355 	 75 	 537 	 1.000000 
356 	 165 	 169 	 5.000000 
357 	 99 	 367 	 7.000000 
358 	 274 	 195 	 8.000000 
359 	 384 	 270 	 3.000000 
360 	 168 	 72 	 8.000000 
361 	 109 	 103 	 3.000000 
362 	 341 	 108 	 8.000000 
363 	 431 	 145 	 7.000000 
364 	 151 	 230 	 3.000000 
365 	 145 	 282 	 1.000000 
366 	 229 	 383 	 6.000000 
367 	 226 	 214 	 1.000000 
368 	 441 	 54 	 2.000000 
369 	 358 	 292 	 9.000000 
370 	 58 	 586 	 7.000000 
371 	 523 	 81 	 4.000000 
372 	 202 	 499 	 2.000000 
373 	 40 	 429 	 5.000000 
374 	 39 	 591 	 6.000000 
375 	 503 	 329 	 2.000000 
376 	 204 	 202 	 3.000000 
377 	 563 	 25 	 1.000000 
378 	 463 	 127 	 8.000000 
379 	 474 	 524 	 3.000000 
380 	 543 	 97 	 3.000000 
381 	 423 	 192 	 5.000000 
382 	 346 	 577 	 5.000000 
383 	 98 	 414 	 6.000000 
384 	 336 	 321 	 4.000000 
385 	 410 	 468 	 10.000000 
386 	 477 	 198 	 6.000000 
387 	 26 	 138 	 10.000000 
388 	 264 	 485 	 8.000000 
389 	 78 	 409 	 3.000000 
390 	 431 	 286 	 2.000000 
391 	 597 	 100 	 5.000000 
392 	 372 	 445 	 8.000000 
393 	 461 	 579 	 2.000000 
394 	 31 	 505 	 4.000000 
395 	 415 	 17 	 2.000000 
396 	 90 	 64 	 4.000000 
397 	 102 	 189 	 9.000000 
398 	 37 	 120 	 3.000000 
399 	 413 	 82 	 6.000000 
400 	 359 	 164 	 8.000000 
401 	 590 	 46 	 1.000000 
402 	 314 	 325 	 9.000000 
403 	 200 	 225 	 9.000000 
404 	 194 	 558 	 5.000000 
405 	 13 	 399 	 6.000000 
406 	 154 	 522 	 2.000000 
407 	 171 	 316 	 9.000000 
408 	 347 	 348 	 9.000000 
409 	 25 	 219 	 1.000000 
410 	 383 	 93 	 2.000000 
411 	 257 	 385 	 1.000000 
412 	 469 	 584 	 5.000000 
413 	 141 	 220 	 8.000000 
414 	 70 	 113 	 7.000000 
415 	 450 	 395 	 10.000000 
416 	 591 	 411 	 7.000000 
417 	 210 	 512 	 4.000000 
418 	 465 	 23 	 10.000000 
419 	 168 	 304 	 6.000000 
420 	 238 	 598 	 9.000000 
421 	 305 	 107 	 3.000000 
422 	 593 	 33 	 1.000000 
423 	 68 	 389 	 6.000000 
424 	 351 	 460 	 6.000000 
425 	 200 	 427 	 6.000000 
426 	 338 	 193 	 7.000000 
427 	 210 	 112 	 10.000000 
428 	 346 	 104 	 4.000000 
429 	 134 	 265 	 1.000000 
430 	 589 	 412 	 5.000000 
431 	 340 	 332 	 3.000000 
432 	 337 	 189 	 1.000000 
433 	 170 	 175 	 3.000000 
434 	 232 	 259 	 1.000000 
435 	 477 	 463 	 7.000000 
436 	 265 	 222 	 8.000000 
437 	 151 	 83 	 4.000000 
438 	 53 	 383 	 8.000000 
439 	 557 	 567 	 6.000000 
440 	 299 	 441 	 4.000000 
441 	 297 	 149 	 9.000000 
442 	 381 	 272 	 9.000000 
443 	 522 	 409 	 9.000000 
444 	 74 	 263 	 6.000000 
445 	 599 	 37 	 7.000000 
446 	 359 	 387 	 10.000000 
447 	 448 	 380 	 5.000000 
448 	 480 	 440 	 10.000000 
449 	 573 	 446 	 9.000000 
450 	 374 	 569 	 10.000000 
451 	 569 	 491 	 8.000000 
452 	 425 	 76 	 4.000000 
453 	 354 	 268 	 2.000000 
454 	 397 	 417 	 5.000000 
455 	 260 	 269 	 9.000000 
456 	 1 	 4 	 7.000000 
457 	 21 	 402 	 4.000000 
458 	 462 	 84 	 10.000000 
459 	 361 	 556 	 3.000000 
460 	 436 	 212 	 4.000000 
461 	 199 	 461 	 4.000000 
462 	 186 	 173 	 5.000000 
463 	 444 	 549 	 7.000000 
464 	 296 	 103 	 8.000000 
465 	 201 	 169 	 8.000000 
466 	 125 	 61 	 5.000000 
467 	 71 	 468 	 8.000000 
468 	 541 	 349 	 1.000000 
469 	 57 	 219 	 2.000000 
470 	 442 	 472 	 5.000000 
471 	 95 	 273 	 5.000000 
472 	 40 	 268 	 10.000000 
473 	 377 	 56 	 3.000000 
474 	 454 	 225 	 5.000000 
475 	 381 	 449 	 8.000000 
476 	 306 	 388 	 9.000000 
477 	 453 	 494 	 4.000000 
478 	 536 	 387 	 4.000000 
479 	 455 	 38 	 1.000000 
480 	 180 	 434 	 5.000000 
481 	 451 	 317 	 5.000000 
482 	 351 	 75 	 10.000000 
483 	 205 	 415 	 8.000000 
484 	 526 	 552 	 7.000000 
485 	 323 	 414 	 5.000000 
486 	 545 	 221 	 8.000000 
487 	 441 	 311 	 5.000000 
488 	 10 	 550 	 8.000000 
489 	 370 	 179 	 8.000000 
490 	 249 	 405 	 7.000000 
491 	 91 	 51 	 3.000000 
492 	 273 	 306 	 3.000000 
493 	 7 	 152 	 4.000000 
494 	 244 	 521 	 1.000000 
495 	 87 	 338 	 1.000000 
496 	 15 	 197 	 1.000000 
497 	 218 	 540 	 6.000000 
498 	 533 	 495 	 8.000000 
499 	 557 	 578 	 1.000000 
500 	 137 	 347 	 7.000000 
501 	 350 	 326 	 2.000000 
502 	 579 	 345 	 7.000000 
503 	 225 	 471 	 9.000000 
504 	 421 	 590 	 7.000000 
505 	 176 	 363 	 1.000000 
506 	 439 	 412 	 8.000000 
507 	 30 	 292 	 7.000000 
508 	 8 	 184 	 7.000000 
509 	 390 	 285 	 1.000000 
510 	 473 	 90 	 9.000000 
511 	 97 	 22 	 1.000000 
512 	 209 	 539 	 5.000000 
513 	 115 	 516 	 9.000000 
514 	 490 	 316 	 10.000000 
515 	 83 	 494 	 3.000000 
516 	 317 	 465 	 5.000000 
517 	 481 	 509 	 9.000000 
518 	 445 	 595 	 8.000000 
519 	 139 	 158 	 4.000000 
520 	 105 	 317 	 6.000000 
521 	 187 	 238 	 6.000000 
522 	 73 	 108 	 8.000000 
523 	 419 	 493 	 1.000000 
524 	 167 	 71 	 9.000000 
525 	 505 	 290 	 9.000000 
526 	 369 	 8 	 3.000000 
527 	 89 	 325 	 1.000000 
528 	 113 	 506 	 4.000000 
529 	 550 	 253 	 10.000000 
530 	 446 	 555 	 4.000000 
531 	 197 	 434 	 2.000000 
532 	 107 	 576 	 3.000000 
533 	 43 	 462 	 10.000000 
534 	 530 	 288 	 10.000000 
535 	 595 	 220 	 1.000000 
536 	 519 	 396 	 1.000000 
537 	 257 	 392 	 7.000000 
538 	 180 	 257 	 10.000000 
539 	 398 	 246 	 7.000000 
540 	 192 	 247 	 9.000000 
541 	 534 	 361 	 8.000000 
542 	 271 	 206 	 9.000000 
543 	 135 	 502 	 4.000000 
544 	 99 	 411 	 6.000000 
545 	 18 	 84 	 8.000000 
546 	 554 	 310 	 8.000000 
547 	 488 	 31 	 2.000000 
548 	 490 	 320 	 6.000000 
549 	 304 	 552 	 7.000000 
550 	 297 	 331 	 5.000000 
551 	 443 	 583 	 4.000000 
552 	 390 	 155 	 3.000000 
553 	 88 	 42 	 3.000000 
554 	 535 	 125 	 6.000000 
555 	 185 	 274 	 3.000000 
556 	 148 	 19 	 1.000000 
557 	 39 	 9 	 8.000000 
558 	 303 	 39 	 6.000000 
559 	 381 	 478 	 6.000000 
560 	 419 	 284 	 9.000000 
561 	 492 	 244 	 9.000000 
562 	 257 	 126 	 7.000000 
563 	 599 	 216 	 3.000000 
564 	 291 	 115 	 8.000000 
565 	 127 	 142 	 9.000000 
566 	 489 	 54 	 4.000000 
567 	 95 	 301 	 10.000000 
568 	 226 	 314 	 7.000000 
569 	 506 	 545 	 3.000000 
570 	 313 	 475 	 8.000000 
571 	 103 	 256 	 6.000000 
572 	 136 	 420 	 2.000000 
573 	 431 	 235 	 6.000000 
574 	 497 	 247 	 1.000000 
575 	 377 	 209 	 8.000000 
576 	 293 	 516 	 5.000000 
577 	 23 	 348 	 8.000000 
578 	 145 	 153 	 1.000000 
579 	 485 	 208 	 3.000000 
580 	 337 	 134 	 5.000000 
581 	 465 	 2 	 6.000000 
582 	 292 	 249 	 8.000000 
583 	 54 	 134 	 9.000000 
584 	 488 	 242 	 8.000000 
585 	 334 	 403 	 3.000000 
586 	 302 	 379 	 3.000000 
587 	 206 	 158 	 10.000000 
588 	 499 	 556 	 2.000000 
589 	 599 	 9 	 8.000000 
590 	 265 	 526 	 7.000000 
591 	 269 	 533 	 10.000000 
592 	 595 	 212 	 6.000000 
593 	 293 	 34 	 3.000000 
594 	 551 	 387 	 4.000000 
595 	 224 	 204 	 6.000000 
596 	 223 	 557 	 3.000000 
597 	 327 	 75 	 7.000000 
598 	 556 	 516 	 5.000000 
599 	 405 	 11 	 10.000000 
600 	 307 	 41 	 1.000000 
601 	 364 	 238 	 5.000000 
602 	 461 	 596 	 5.000000 
603 	 511 	 149 	 3.000000 
604 	 354 	 91 	 10.000000 
605 	 435 	 342 	 5.000000 
606 	 109 	 521 	 2.000000 
607 	 422 	 262 	 7.000000 
608 	 402 	 343 	 4.000000 
609 	 22 	 436 	 2.000000 
610 	 499 	 421 	 1.000000 
611 	 526 	 240 	 8.000000 
612 	 197 	 317 	 9.000000 
613 	 364 	 464 	 8.000000 
614 	 61 	 436 	 8.000000 
615 	 116 	 406 	 8.000000 
616 	 43 	 560 	 2.000000 
617 	 286 	 40 	 1.000000 
618 	 494 	 596 	 9.000000 
619 	 83 	 529 	 5.000000 
620 	 200 	 465 	 8.000000 
621 	 160 	 251 	 5.000000 
622 	 349 	 190 	 4.000000 
623 	 120 	 576 	 6.000000 
624 	 246 	 247 	 10.000000 
625 	 42 	 592 	 7.000000 
626 	 326 	 576 	 1.000000 
627 	 425 	 345 	 2.000000 
628 	 104 	 476 	 6.000000 
629 	 519 	 102 	 7.000000 
630 	 284 	 105 	 3.000000 
631 	 584 	 416 	 8.000000 
632 	 59 	 39 	 1.000000 
633 	 97 	 307 	 7.000000 
634 	 595 	 186 	 2.000000 
635 	 415 	 137 	 3.000000 
636 	 34 	 448 	 3.000000 
637 	 426 	 380 	 5.000000 
638 	 264 	 495 	 9.000000 
639 	 303 	 46 	 7.000000 
640 	 84 	 559 	 9.000000 
641 	 564 	 551 	 1.000000 
642 	 347 	 346 	 6.000000 
643 	 381 	 84 	 7.000000 
644 	 241 	 28 	 10.000000 
645 	 518 	 491 	 4.000000 
646 	 284 	 475 	 7.000000 
647 	 87 	 458 	 1.000000 
648 	 440 	 530 	 6.000000 
649 	 419 	 142 	 5.000000 
650 	 398 	 6 	 7.000000 
651 	 79 	 72 	 3.000000 
652 	 193 	 353 	 10.000000 
653 	 463 	 394 	 10.000000 
654 	 114 	 297 	 10.000000 
655 	 204 	 109 	 9.000000 
656 	 113 	 353 	 8.000000 
657 	 337 	 547 	 2.000000 
658 	 255 	 465 	 2.000000 
659 	 350 	 184 	 5.000000 
660 	 538 	 198 	 9.000000 
661 	 243 	 320 	 5.000000 
662 	 461 	 460 	 3.000000 
663 	 396 	 55 	 9.000000 
664 	 314 	 441 	 3.000000 
665 	 121 	 88 	 6.000000 
666 	 207 	 101 	 3.000000 
667 	 598 	 207 	 6.000000 
668 	 411 	 161 	 1.000000 
669 	 55 	 177 	 3.000000 
670 	 139 	 81 	 4.000000 
671 	 560 	 549 	 9.000000 
672 	 535 	 91 	 3.000000 
673 	 234 	 327 	 1.000000 
674 	 301 	 191 	 7.000000 
675 	 432 	 393 	 2.000000 
676 	 47 	 358 	 6.000000 
677 	 404 	 270 	 3.000000 
678 	 520 	 386 	 4.000000 
679 	 28 	 382 	 1.000000 
680 	 495 	 246 	 8.000000 
681 	 240 	 575 	 10.000000 
682 	 307 	 299 	 6.000000 
683 	 595 	 255 	 7.000000 
684 	 354 	 124 	 1.000000 
685 	 330 	 71 	 5.000000 
686 	 110 	 221 	 7.000000 
687 	 569 	 106 	 1.000000 
688 	 408 	 435 	 7.000000 
689 	 377 	 322 	 10.000000 
690 	 582 	 91 	 5.000000 
691 	 77 	 361 	 7.000000 
692 	 363 	 108 	 4.000000 
693 	 444 	 356 	 9.000000 
694 	 522 	 196 	 7.000000 
695 	 18 	 58 	 9.000000 
696 	 152 	 333 	 5.000000 
697 	 391 	 383 	 10.000000 
698 	 103 	 260 	 4.000000 
699 	 415 	 599 	 7.000000 
700 	 322 	 478 	 2.000000 
701 	 170 	 288 	 9.000000 
702 	 376 	 4 	 5.000000 
703 	 280 	 589 	 7.000000 
704 	 303 	 349 	 9.000000 
705 	 265 	 208 	 1.000000 
706 	 525 	 450 	 8.000000 
707 	 87 	 515 	 5.000000 
708 	 344 	 104 	 6.000000 
709 	 397 	 225 	 4.000000 
710 	 57 	 8 	 5.000000 
711 	 248 	 548 	 3.000000 
712 	 366 	 294 	 3.000000 
713 	 286 	 513 	 2.000000 
714 	 240 	 164 	 1.000000 
715 	 201 	 399 	 6.000000 
716 	 148 	 76 	 7.000000 
717 	 543 	 126 	 9.000000 
718 	 1 	 24 	 6.000000 
719 	 235 	 523 	 5.000000 
720 	 37 	 141 	 8.000000 
721 	 391 	 552 	 2.000000 
722 	 195 	 62 	 1.000000 
723 	 508 	 593 	 4.000000 
724 	 560 	 489 	 1.000000 
725 	 351 	 228 	 7.000000 
726 	 329 	 176 	 4.000000 
727 	 278 	 132 	 7.000000 
728 	 221 	 442 	 6.000000 
729 	 210 	 249 	 7.000000 
730 	 478 	 326 	 3.000000 
731 	 81 	 193 	 10.000000 
732 	 137 	 90 	 7.000000 
733 	 576 	 189 	 9.000000 
734 	 533 	 287 	 6.000000 
735 	 468 	 202 	 7.000000 
736 	 53 	 133 	 1.000000 
737 	 252 	 279 	 5.000000 
738 	 237 	 39 	 3.000000 
739 	 301 	 402 	 6.000000 
740 	 590 	 417 	 8.000000 
741 	 322 	 113 	 10.000000 
742 	 598 	 371 	 10.000000 
743 	 181 	 558 	 3.000000 
744 	 540 	 219 	 1.000000 
745 	 465 	 274 	 2.000000 
746 	 332 	 462 	 8.000000 
747 	 448 	 316 	 7.000000 
748 	 327 	 186 	 10.000000 
749 	 132 	 150 	 5.000000 
750 	 80 	 212 	 1.000000 
751 	 524 	 7 	 10.000000 
752 	 424 	 380 	 6.000000 
753 	 143 	 201 	 3.000000 
754 	 133 	 61 	 5.000000 
755 	 317 	 191 	 8.000000 
756 	 362 	 557 	 10.000000 
757 	 550 	 532 	 8.000000 
758 	 584 	 319 	 6.000000 
759 	 138 	 424 	 5.000000 
760 	 419 	 94 	 6.000000 
761 	 424 	 533 	 10.000000 
762 	 144 	 359 	 4.000000 
763 	 24 	 592 	 4.000000 
764 	 157 	 240 	 8.000000 
765 	 411 	 122 	 1.000000 
766 	 379 	 306 	 10.000000 
767 	 404 	 395 	 1.000000 
768 	 6 	 533 	 6.000000 
769 	 524 	 599 	 3.000000 
770 	 249 	 339 	 6.000000 
771 	 276 	 249 	 3.000000 
772 	 13 	 216 	 4.000000 
773 	 55 	 565 	 8.000000 
774 	 328 	 362 	 7.000000 
775 	 394 	 331 	 4.000000 
776 	 234 	 6 	 9.000000 
